adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,50000000,Action;Drama;Science Fiction;Thriller,,6950,tt0114069,en,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",13.676444,/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,Kopelson Entertainment;Punch Productions;Warner Bros.;Arnold Kopelson Productions,,1995-03-10,189859560,127,en;ko;fr,Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,False,6.4,522,river;general;research;army;serum;monkey;epidemic;medical research
False,,16000000,Thriller;Crime;Drama,,101,tt0110413,fr,Léon,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",20.477329,/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg,Columbia Pictures;Gaumont,,1994-09-14,45284974,110,en,Released,"If you want a job done well, hire a professional.",Leon: The Professional,False,8.2,4293,new york;corruption;assassin;police brutality;loss of family;s.w.a.t.;immigrant;hitman;training;revenge;murder;loneliness;neighbor;tragic love;cult film;neo-noir;complex relationship;complex characters
False,,8000000,Thriller;Crime,,680,tt0110912,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",140.950236,/dM2w364MScsjFf8pfMbaWUcWrR.jpg,Miramax Films;A Band Apart;Jersey Films,,1994-09-10,213928762,154,en;es;fr,Released,Just because you are a character doesn't mean you have character.,Pulp Fiction,False,8.3,8670,transporter;brothel;drug dealer;boxer;massage;stolen money;crime boss;dance contest;junkyard;kamikaze;ambiguous ending;briefcase;redemption;heirloom;pulp fiction;reference to al green;theft;brutality
False,,0,Drama;Mystery;Romance,,110,tt0111495,fr,Trois couleurs : Rouge,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,7.832755,/77CFEssoKesi4zvtADEpIrSKhA3.jpg,Zespół Filmowy TOR;Le Studio Canal+;France 3 Cinéma;Télévision Suisse-Romande,,1994-05-27,0,99,fr,Released,,Three Colors: Red,False,7.8,246,judge;isolation;mannequin;shadowing;english channel;geneva;travel;dog
False,,25000000,Drama;Crime,,278,tt0111161,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",51.645403,/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg,Castle Rock Entertainment;Warner Bros.,,1994-09-23,28341469,142,en,Released,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,False,8.5,8358,prison;corruption;police brutality;prison cell;delinquent;parole board;escape from prison;wrongful imprisonment;framed for murder;1940s
False,,38000000,Science Fiction;Action;Adventure;Thriller,,193,tt0111280,en,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,8.105708,/wjrXjlNpDq9U8vYmAwf420yDFtn.jpg,Paramount Pictures,,1994-11-17,120000000,118,en,Released,Boldly go.,Star Trek: Generations,False,6.4,461,based on tv series;death;exploding planet;mountain cabin;solar system
False,,11000000,Romance;Drama,,1587,tt0108550,en,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",10.3919,/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg,Paramount Pictures,,1993-12-17,10032765,118,en,Released,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,False,7.5,943,brother brother relationship;mentally disabled;iowa;widow;dysfunctional family;independent film
False,,17000000,Comedy;Drama;Romance,,2064,tt0114924,en,While You Were Sleeping,"A love story built on a misunderstanding. A transit worker pulls commuter Peter off the tracks after he's mugged. But while he's in a coma, his family mistakenly thinks she's Peter's fiancée, and she doesn't correct them. Things get more complicated when she falls for his brother, who's not quite sure that she's who she claims to be.",15.783615,/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg,Caravan Pictures;Hollywood Pictures,,1995-04-21,182057016,103,en,Released,A story about love at second sight.,While You Were Sleeping,False,6.5,340,brother brother relationship;chicago;coma;subway;love of one's life;brother;man of one's dreams;hospital
False,,3000000,Drama;Comedy;Romance,,236,tt0110598,en,Muriel's Wedding,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious.",5.254847,/qoZShHm8QTrHAR80LypwI0SYp8I.jpg,Ciby 2000;Film Victoria;House & Moorhouse Films,,1994-09-29,15119639,106,en,Released,Success is the best revenge.,Muriel's Wedding,False,6.9,104,individual;becoming an adult;dream;return;love of one's life;overweight;province;bathing;olympic games;empowerment;boredom;daughter;friendship
False,,0,Drama;Comedy,,2759,tt0109045,en,"The Adventures of Priscilla, Queen of the Desert","Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them.",8.328596,/pmHRJPlAEiYATBIgKAa0IyY6Or7.jpg,PolyGram Filmed Entertainment,,1994-05-31,11220670,104,en,Released,She's back... Looking as gorgeous and outrageous as ever in a brand new frock.,"The Adventures of Priscilla, Queen of the Desert",False,7.2,174,gay;drag queen;homophobia;musical;van;australia;transgender;australian aborigine
False,,46000000,Fantasy;Comedy;Family,,888,tt0109813,en,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,15.019586,/dnYXJZgstixBsOjF4JJrPCDRd2n.jpg,Universal Pictures;Amblin Entertainment;Hanna-Barbera Productions,,1994-05-26,341631208,91,en,Released,Yabba-Dabba-Doo!,The Flintstones,False,5.0,559,manager;jealousy;bad mother-in-law;adoption;family's daily life;stone age;plan;friendship;best friend;dinosaur
False,,55000000,Comedy;Drama;Romance,,13,tt0109830,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",48.307194,/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,Paramount Pictures,,1994-07-06,677945399,142,en,Released,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",Forrest Gump,False,8.2,8147,vietnam veteran;hippie;mentally disabled;running;based on novel;vietnam;vietnam war;friendship;love;family relationships;bully;mother son relationship;military;hugging;shrimping;wounded soldier;flashback;park bench;amputee
False,,35000000,Drama;History,,1689,tt0107426,en,Little Buddha,Little Buddha is a movie about the life of Siddhartha starring Keanu Reeves and Bridget Fonda and directed by Bernardo Bertolucci.,5.681522,/lXbIlZEisZs2V44YGA6yr4PBHZs.jpg,Miramax Films,,1993-12-01,4858139,140,en,Released,A magical journey to a place where the past and present meet,Little Buddha,False,6.0,76,buddhist;tibet;reincarnation;buddha;siddhartha;independent film
False,,11500000,Drama,,2788,tt0110950,en,Reality Bites,"A small circle of friends suffering from post-collegiate blues must confront the hard truth about life, love and the pursuit of gainful employment. As they struggle to map out survival guides for the future, the Gen-X quartet soon begins to realize that reality isn't all it's cracked up to be.",6.514592,/gbi7dmxPNVqJQpKnHOpZ9dmeWAO.jpg,Universal Pictures;Jersey Films,,1994-02-18,20079850,99,en,Released,A comedy about love in the '90s,Reality Bites,False,6.5,180,roommate;yuppie;generations confilct;camcorder;cohabitant;cabriolet;fictional tv show;unemployed
False,,27000000,Thriller;Science Fiction;Action;Crime,,8831,tt0111438,en,Timecop,"An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",8.907074,/jCuhVKfj0vvR7iH8D5Aa0Q1ZX8e.jpg,Universal Pictures;Renaissance Pictures;Dark Horse Entertainment;Largo Entertainment;Signature Pictures;JVC Entertainment Networks,,1994-09-15,101646581,99,en,Released,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.,Timecop,False,5.5,288,martial arts;time travel;science fiction;alternative reality
False,,45000,Action;Crime,,315,tt0059170,en,"Faster, Pussycat! Kill! Kill!","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",4.220541,/u0YrGkpjL5H190qqEsQavZ2WrV5.jpg,Eve Productions Inc.,,1965-08-06,0,83,en,Released,Go-Go For a Wild Ride With the ACTION GIRLS!,"Faster, Pussycat! Kill! Kill!",False,6.5,59,killing;sports car;go-go dancer;eroticism;kidnapping;independent film;b movie;exploitation film
False,,26000000,Action;Fantasy;Science Fiction,,8011,tt0110027,en,Highlander III: The Sorcerer,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",6.866634,/8ZeckjmtObR3QPjzSm4X656vFS2.jpg,Trans-Film;Initial Groupe;Lumière Pictures;Fallingcloud,,1994-11-29,36800000,99,en,Released,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.",Highlander: The Final Dimension,False,4.5,110,japan;new york;scotland;morocco;good and bad
False,,8000000,Horror;Mystery;Thriller,http://www.theofficialjohncarpenter.com/in-the-mouth-of-madness/,2654,tt0113409,en,In the Mouth of Madness,"With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End.",8.497643,/xgrCUFFimv5gom3X01KpLIPVt1E.jpg,New Line Cinema,,1994-12-12,8946600,95,en,Released,Lived Any Good Books Lately?,In the Mouth of Madness,False,7.1,307,small town;paranoia;new hampshire;insanity;suspense;h.p. lovecraft;diner;author;disappearance;church;violence;gothic;crucifix;new england;insurance investigator;ghost town;publisher;horror novel
False,,50000000,Action;Comedy;Crime,,306,tt0109254,en,Beverly Hills Cop III,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",11.787784,/tw9gAhqQcBFX0X0XfVbWqUsmzoU.jpg,Paramount Pictures;Eddie Murphy Productions,,1994-05-24,119208989,104,en,Released,,Beverly Hills Cop III,False,5.5,445,detective;undercover;security camera;carousel ;investigation;weapon;sequel;rescue;counterfeit;shootout;dirty cop;gunfight;los angeles;explosion;violence;foot chase;framed;car chase;secret service;amusement park;roller coaster;beverly hills;buddy comedy
False,,0,Mystery;Crime;Drama;Thriller,,26203,tt0109297,en,Blink,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.",3.00282,/mmy2q3CoDlmVl3SmnlIdoGIo5MT.jpg,New Line Cinema,,1994-01-26,16668552,106,en,Released,"What you can't see, can kill you.",Blink,False,6.3,45,killer;blindness
